rebalance_date,strategy_name,variant,portfolio_method,asset_family,uses_sentiment,ticker,sector,holding_asset_class,target_weight,base_target_weight,sentiment_observation_date,lagged_sentiment_value,sentiment_available,tilt_multiplier,estimation_start_date,estimation_end_date,estimation_observations
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NEM,Materials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NKE,Consumer,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NUE,Materials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NVDA,Tech,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,O,RealEstate,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,OXY,Energy,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,PLD,RealEstate,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,PSA,RealEstate,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,QCOM,Tech,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SBUX,Consumer,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SHW,Materials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SLB,Energy,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SO,Utilities,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,T,Comm,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,TMUS,Comm,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,TTWO,Comm,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,UPS,Industrials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,USB,Financials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,V,Financials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,WFC,Financials,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,WMT,Consumer,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight,Base,Equal Weight,Equity,False,XOM,Energy,equity,0.02,0.02,,,False,1.0,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ABBV,Healthcare,equity,0.019444924599815953,0.02,2021-05-28,0.16181666666666666,True,1.0809083333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ABT,Healthcare,equity,0.019444924599815953,0.02,2021-05-28,0.16181666666666666,True,1.0809083333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ADBE,Tech,equity,0.01929737379734759,0.02,2021-05-28,0.1454125,True,1.07270625,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AEP,Utilities,equity,0.020446785928641017,0.02,2021-05-28,0.2732,True,1.1366,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMD,Tech,equity,0.01929737379734759,0.02,2021-05-28,0.1454125,True,1.07270625,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMGN,Healthcare,equity,0.019444924599815953,0.02,2021-05-28,0.16181666666666666,True,1.0809083333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMT,RealEstate,equity,0.022511972471495133,0.02,2021-05-28,0.5028,True,1.2514,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,BA,Industrials,equity,0.018801652571985888,0.02,2021-05-28,0.0903,True,1.04515,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CAT,Industrials,equity,0.018801652571985888,0.02,2021-05-28,0.0903,True,1.04515,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CCI,RealEstate,equity,0.022511972471495133,0.02,2021-05-28,0.5028,True,1.2514,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CMCSA,Comm,equity,0.02160461861220739,0.02,2021-05-28,0.4019236666666666,True,1.2009618333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,COP,Energy,equity,0.017698990471426278,0.02,2021-05-28,-0.032290000000000006,True,0.983855,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CVX,Energy,equity,0.017698990471426278,0.02,2021-05-28,-0.032290000000000006,True,0.983855,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,D,Utilities,equity,0.020446785928641017,0.02,2021-05-28,0.2732,True,1.1366,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DD,Materials,equity,0.01933174110389153,0.02,2021-05-28,0.14923333333333333,True,1.0746166666666666,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DIS,Consumer,equity,0.02105848650714435,0.02,2021-05-28,0.34120666666666666,True,1.1706033333333332,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DOW,Materials,equity,0.01933174110389153,0.02,2021-05-28,0.14923333333333333,True,1.0746166666666666,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DUK,Utilities,equity,0.020446785928641017,0.02,2021-05-28,0.2732,True,1.1366,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,EA,Comm,equity,0.02160461861220739,0.02,2021-05-28,0.4019236666666666,True,1.2009618333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,GE,Industrials,equity,0.018801652571985888,0.02,2021-05-28,0.0903,True,1.04515,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,GILD,Healthcare,equity,0.019444924599815953,0.02,2021-05-28,0.16181666666666666,True,1.0809083333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,GS,Financials,equity,0.019803453936044896,0.02,2021-05-28,0.20167666666666667,True,1.1008383333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,INTC,Tech,equity,0.01929737379734759,0.02,2021-05-28,0.1454125,True,1.07270625,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,KO,Consumer,equity,0.02105848650714435,0.02,2021-05-28,0.34120666666666666,True,1.1706033333333332,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,MMM,Industrials,equity,0.018801652571985888,0.02,2021-05-28,0.0903,True,1.04515,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,MRK,Healthcare,equity,0.019444924599815953,0.02,2021-05-28,0.16181666666666666,True,1.0809083333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,MS,Financials,equity,0.019803453936044896,0.02,2021-05-28,0.20167666666666667,True,1.1008383333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,NEE,Utilities,equity,0.020446785928641017,0.02,2021-05-28,0.2732,True,1.1366,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,NEM,Materials,equity,0.01933174110389153,0.02,2021-05-28,0.14923333333333333,True,1.0746166666666666,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,NKE,Consumer,equity,0.02105848650714435,0.02,2021-05-28,0.34120666666666666,True,1.1706033333333332,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,NUE,Materials,equity,0.01933174110389153,0.02,2021-05-28,0.14923333333333333,True,1.0746166666666666,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,NVDA,Tech,equity,0.01929737379734759,0.02,2021-05-28,0.1454125,True,1.07270625,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,O,RealEstate,equity,0.022511972471495133,0.02,2021-05-28,0.5028,True,1.2514,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,OXY,Energy,equity,0.017698990471426278,0.02,2021-05-28,-0.032290000000000006,True,0.983855,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,PLD,RealEstate,equity,0.022511972471495133,0.02,2021-05-28,0.5028,True,1.2514,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,PSA,RealEstate,equity,0.022511972471495133,0.02,2021-05-28,0.5028,True,1.2514,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,QCOM,Tech,equity,0.01929737379734759,0.02,2021-05-28,0.1454125,True,1.07270625,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,SBUX,Consumer,equity,0.02105848650714435,0.02,2021-05-28,0.34120666666666666,True,1.1706033333333332,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,SHW,Materials,equity,0.01933174110389153,0.02,2021-05-28,0.14923333333333333,True,1.0746166666666666,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,SLB,Energy,equity,0.017698990471426278,0.02,2021-05-28,-0.032290000000000006,True,0.983855,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,SO,Utilities,equity,0.020446785928641017,0.02,2021-05-28,0.2732,True,1.1366,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,T,Comm,equity,0.02160461861220739,0.02,2021-05-28,0.4019236666666666,True,1.2009618333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,TMUS,Comm,equity,0.02160461861220739,0.02,2021-05-28,0.4019236666666666,True,1.2009618333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,TTWO,Comm,equity,0.02160461861220739,0.02,2021-05-28,0.4019236666666666,True,1.2009618333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,UPS,Industrials,equity,0.018801652571985888,0.02,2021-05-28,0.0903,True,1.04515,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,USB,Financials,equity,0.019803453936044896,0.02,2021-05-28,0.20167666666666667,True,1.1008383333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,V,Financials,equity,0.019803453936044896,0.02,2021-05-28,0.20167666666666667,True,1.1008383333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,WFC,Financials,equity,0.019803453936044896,0.02,2021-05-28,0.20167666666666667,True,1.1008383333333334,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,WMT,Consumer,equity,0.02105848650714435,0.02,2021-05-28,0.34120666666666666,True,1.1706033333333332,2020-06-01,2021-05-28,252
2021-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,XOM,Energy,equity,0.017698990471426278,0.02,2021-05-28,-0.032290000000000006,True,0.983855,2020-06-01,2021-05-28,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,ABBV,Healthcare,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,ABT,Healthcare,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,ADBE,Tech,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,AEP,Utilities,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,AMD,Tech,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,AMGN,Healthcare,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,AMT,RealEstate,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,BA,Industrials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,CAT,Industrials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,CCI,RealEstate,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,CMCSA,Comm,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,COP,Energy,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,CVX,Energy,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,D,Utilities,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,DD,Materials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,DIS,Consumer,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,DOW,Materials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,DUK,Utilities,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,EA,Comm,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,GE,Industrials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,GILD,Healthcare,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,GS,Financials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,INTC,Tech,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,KO,Consumer,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,MMM,Industrials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,MRK,Healthcare,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,MS,Financials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NEE,Utilities,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NEM,Materials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NKE,Consumer,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NUE,Materials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,NVDA,Tech,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,O,RealEstate,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,OXY,Energy,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,PLD,RealEstate,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,PSA,RealEstate,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,QCOM,Tech,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SBUX,Consumer,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SHW,Materials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SLB,Energy,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,SO,Utilities,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,T,Comm,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,TMUS,Comm,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,TTWO,Comm,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,UPS,Industrials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,USB,Financials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,V,Financials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,WFC,Financials,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,WMT,Consumer,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight,Base,Equal Weight,Equity,False,XOM,Energy,equity,0.02,0.02,,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ABBV,Healthcare,equity,0.020161115056932924,0.02,2021-06-30,0.107525,True,1.0537625,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ABT,Healthcare,equity,0.020161115056932924,0.02,2021-06-30,0.107525,True,1.0537625,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,ADBE,Tech,equity,0.02012227075959333,0.02,2021-06-30,0.10346444444444446,True,1.0517322222222223,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AEP,Utilities,equity,0.021494889729505192,0.02,2021-06-30,0.24695,True,1.123475,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMD,Tech,equity,0.02012227075959333,0.02,2021-06-30,0.10346444444444446,True,1.0517322222222223,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMGN,Healthcare,equity,0.020161115056932924,0.02,2021-06-30,0.107525,True,1.0537625,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,AMT,RealEstate,equity,0.01913250382029435,0.02,2021-06-30,0.0,True,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,BA,Industrials,equity,0.019618894584081385,0.02,2021-06-30,0.05084444444444444,True,1.0254222222222222,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CAT,Industrials,equity,0.019618894584081385,0.02,2021-06-30,0.05084444444444444,True,1.0254222222222222,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CCI,RealEstate,equity,0.01913250382029435,0.02,2021-06-30,0.0,True,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CMCSA,Comm,equity,0.021788080856230126,0.02,2021-06-30,0.27759848484848487,True,1.1387992424242424,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,COP,Energy,equity,0.020158285040742838,0.02,2021-06-30,0.10722916666666667,True,1.0536145833333332,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,CVX,Energy,equity,0.020158285040742838,0.02,2021-06-30,0.10722916666666667,True,1.0536145833333332,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,D,Utilities,equity,0.021494889729505192,0.02,2021-06-30,0.24695,True,1.123475,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DD,Materials,equity,0.01913250382029435,0.02,2021-06-30,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DIS,Consumer,equity,0.018864933476688505,0.02,2021-06-30,-0.027970238095238083,True,0.986014880952381,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DOW,Materials,equity,0.01913250382029435,0.02,2021-06-30,,False,1.0,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,DUK,Utilities,equity,0.021494889729505192,0.02,2021-06-30,0.24695,True,1.123475,2020-07-01,2021-06-30,252
2021-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,Equal Weight + Sector Sentiment,Equity,True,EA,Comm,equity,0.021788080856230126,0.02,2021-06-30,0.27759848484848487,True,1.1387992424242424,2020-07-01,2021-06-30,252
